@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
115.625,169.661169,678.985484,-750.015625,105047.34375,53.380494,-803.396114,-0.89856,364776201402,380676.96875,114.373854,161.876614,628.692636,-696.817231,88843.277451,49.70717,-746.524382,-0.901237,270408521326.64062,329370.4021,107.448883,122.407427,370.934601,-421.450871,29327.854307,26.252673,-447.703528,-0.906378,33984786343.421875,118907.3367,6.92497,100.591201,73.436633,137.175191,-165.210443,4411.2701,-2.01882,-163.191625,-0.819584,505324515.130859,14414.697331,13.782652,6.857682,93.710682,34.467016,65.825708,-87.837948,1558.07317,-15.512977,-72.324973,-0.668841,12801805.652344,1636.884554,20.663172,13.738201,6.880519,79.548533,11.281823,24.436006,-32.898104,222.993162,-6.665456,-26.232648,-0.985469,208879.944824,192.188879,34.825321,27.900351,21.042669,14.162149,87.918559,99.797527,81.12491,879.185606,5.417994,87.082764,'class 2'
96.25,189.11357,479.136989,-101.15625,34975.9375,296.234877,-397.391123,-0.278879,149354330692,252015.1875,96.193423,180.899837,442.49209,-95.225561,29112.688446,274.213878,-369.439436,-0.291337,109759440293.40625,217224.508301,95.7876,135.305963,256.231144,-66.605529,7042.574215,161.40719,-228.012719,-0.368962,12859636155.21875,79892.121887,0.405823,94.673068,77.105075,96.138323,-54.352245,-655.314903,50.589509,-104.941756,-0.468937,169812249.636719,14391.740808,1.520355,1.114531,91.080604,36.717223,54.593917,-67.517624,738.808751,-3.264868,-64.252754,-0.489916,8900737.554688,1897.167805,5.112819,4.706995,3.592464,78.81799,12.235752,22.74031,-30.748569,195.755672,-6.29622,-24.452349,-0.891596,159350.855469,165.868403,17.375432,16.969609,15.855078,12.262614,85.250877,97.763456,78.721217,852.50879,5.820542,83.310307,'class 2'
78.046875,166.525126,574.711148,644.59375,98266.71875,645.873717,-1.27996,0.50996,133064668094,210219.5,78.841743,161.033118,531.328425,597.128083,84757.700714,596.988859,0.139213,0.497367,96063230527.92188,178758.200562,83.41123,127.023829,300.148536,336.619188,26792.454094,339.203571,-2.58439,0.401048,8945603447.265625,59049.079712,-4.569488,88.516601,77.329377,79.895331,62.735735,-183.752724,85.303317,-22.567582,-0.04348,81397279.455078,9468.992345,-9.674859,-5.105371,88.339681,38.960741,43.240165,-45.638133,87.852324,7.595145,-53.233276,-0.351752,4277405.42334,1923.62792,-9.497938,-4.928451,0.17692,78.271589,13.090289,20.864743,-28.118978,159.856288,-5.262509,-22.85647,-0.816809,123137.51416,154.935751,0.570153,5.139641,10.245012,10.068092,82.812909,93.044272,75.991777,828.129113,5.29954,81.228941,'class 2'
65.5,90.076626,619.526134,803.445313,125581.890625,712.312435,91.132887,0.644194,141238241904,201259.703125,66.496876,86.02847,581.301382,758.146183,113812.892914,662.397197,95.748956,0.649538,105296969008,169904.020264,72.912995,71.114467,365.722975,488.518019,50502.077911,391.962316,96.5557,0.723701,12106366208,53529.430489,-6.41612,80.280242,66.084133,115.301631,154.41161,5627.908121,111.205174,43.20644,0.397635,72880540.62207,3449.90191,-13.783367,-7.367247,83.653089,41.229073,26.955531,-9.754266,-252.432135,19.784281,-29.538547,-0.170195,328018.227096,1313.111632,-17.156213,-10.740094,-3.372847,77.551499,14.42507,17.269472,-22.882342,96.428966,-3.019765,-19.862577,-0.75389,76606.396759,142.306436,-11.054623,-4.638504,2.728743,6.10159,80.312733,86.534601,73.523933,803.127302,4.125356,80.524765,'class 2'
80.210938,38.296374,475.310838,-132.78125,-13281.453125,321.932887,-454.714143,-0.33656,61015247636.25,310130.6875,79.735516,40.093416,420.087935,-111.844971,-11795.678268,291.633321,-403.47829,-0.338736,40848255496.9375,247354.942749,76.666596,57.242856,157.328823,-6.180652,-2004.193146,136.12857,-142.309226,-0.358832,1612983731.726563,42936.718712,3.06892,76.039966,58.563805,60.535319,72.201569,1249.972754,73.847331,-1.645762,0.284387,33756286.017578,3102.23775,3.69555,0.62663,79.077723,40.917624,22.581525,19.009721,-34.195745,27.035354,-8.025634,0.148301,385432.225343,653.012766,0.657793,-2.411128,-3.037757,76.677815,15.703818,13.380619,-17.262016,47.146093,-1.056695,-16.205321,-0.736735,35889.728226,115.097882,3.057701,-0.011219,-0.637849,2.399909,77.684981,83.360204,72.016112,776.849795,3.612536,77.932044,'class 2'
68.726563,121.564524,372.54727,69.953125,-86560.875,475.462399,-405.509284,-0.630596,16616949720,420920.40625,69.746509,113.467558,331.733212,28.4535,-66946.027748,405.973113,-377.519619,-0.614011,11983059028,329090.265015,75.106593,84.089682,194.0668,-147.919406,-1162.171989,88.546606,-236.466013,-0.440387,2171721582.4375,53429.65976,-5.360084,74.124357,57.094248,53.601977,-32.302146,-700.80703,35.082329,-67.384476,0.48677,28886756.98291,5986.605974,-4.377848,0.982237,75.402021,38.452289,29.512697,35.916746,164.803904,37.079203,-1.162457,0.608077,1012046.87207,748.39799,-5.655512,-0.295428,-1.277664,75.981283,16.782594,9.548828,-11.823949,15.401604,0.498633,-12.322582,-0.780325,13215.903679,83.501771,-6.234775,-0.87469,-1.856927,-0.579263,75.526076,82.305554,69.589022,755.26077,4.043834,74.908422,'class 2'
69.496094,108.703234,553.419409,181.617188,-130527.9375,674.398742,-492.781558,0.519806,105521470720,710294.078125,69.449091,103.796671,506.266624,163.517162,-111832.624516,619.945838,-456.428702,0.534905,76370211712,604754.017883,69.994121,77.191939,278.415041,65.380586,-41692.302422,348.375184,-282.994606,0.660442,8090137032,212029.330627,-0.54503,71.023268,45.728722,91.856756,-12.792615,-7402.374409,117.09362,-129.886237,0.790998,34508618.94873,30998.395035,-1.574177,-1.029147,72.30883,32.867414,38.575816,43.347682,-39.179402,53.644031,-10.296348,0.868644,3843980.239258,2072.927342,-2.85974,-2.314709,-1.285562,75.223587,17.781062,5.567889,-5.966989,-3.210878,2.020189,-7.987178,-0.858577,2623.370092,52.341027,-5.774496,-5.229466,-4.200319,-2.914757,74.108476,82.726598,64.063013,741.084733,6.189861,74.137893,'class 2'
117.666809,34.385458,504.873785,-675.338745,91910.484619,-119.221845,-556.116874,-0.714913,57301261886.3125,104163.557861,115.773111,32.363284,473.915469,-633.79346,80510.218724,-110.828543,-522.964902,-0.722397,45415307900.5625,93394.284024,107.026251,25.467927,314.427072,-419.070614,33968.512623,-66.955046,-352.115568,-0.781669,9647617383.609375,45350.994064,8.74686,100.25388,17.277343,146.872848,-195.387017,7240.432844,-28.846919,-166.540094,-0.742841,393091957.099609,9662.243066,15.519232,6.772372,94.563213,12.009628,24.592677,-19.382092,-180.595038,13.376098,-32.75819,-0.372254,395735.868074,1099.507659,21.209899,12.463039,5.690667,94.395835,8.35545,8.330811,2.770661,-42.098197,10.764823,-7.994162,-0.39664,1400.206458,176.189821,21.377276,12.630416,5.858044,0.167377,95.263245,100.388914,89.824597,952.632434,4.096799,95.522957,'class 2'
120,10.198039,572.971191,-764,110772,-116.850983,-647.148987,-0.882004,82072330240,140608,118.056641,10.026806,538.287842,-716.678162,96636.8125,-106.267319,-610.410828,-0.881945,65271971840,127080.34375,108.669243,13.832642,357.322784,-472.006195,40062.957031,-59.172642,-412.833557,-0.888079,13932835840,62538.019531,9.387398,101.028366,14.147733,158.115646,-210.351105,8204.095703,-29.573956,-180.777145,-0.826172,505803168,11431.203125,17.028275,7.640877,94.989731,12.335646,22.72282,-20.237045,-99.53389,9.977168,-30.214214,-0.371179,330773.03125,807.673584,23.06691,13.679512,6.038635,94.721581,8.527907,8.193717,2.525238,-40.125626,10.397151,-7.871912,-0.376282,1064.160645,166.879333,23.33506,13.947662,6.306786,0.26815,95.809799,100.777779,90.394737,958.097961,3.869519,96.402779,'class 2'
117.833069,17.48381,533.646267,-708.326538,96497.591064,-98.978166,-609.348347,-0.861307,70991826871.25,131231.522217,116.240497,16.845068,503.884035,-667.923701,84666.517476,-90.436801,-577.486887,-0.862983,56810583497.75,119339.253075,108.268929,17.441847,344.913357,-453.910674,36582.953502,-51.870172,-402.040507,-0.879179,12829150323.875,61340.085557,7.971568,101.045344,14.928572,153.914956,-204.546111,7746.411422,-28.106562,-176.439544,-0.826796,467587778.271484,11021.929701,15.195154,7.223586,95.198809,12.401272,21.83948,-19.627212,-86.593224,9.176313,-28.803526,-0.344317,292242.218981,733.45957,21.041688,13.07012,5.846534,94.90028,8.626368,8.118562,2.356524,-39.168213,10.183877,-7.827353,-0.363458,940.134866,162.368364,21.340217,13.368649,6.145063,0.298529,96.011163,100.950801,90.570197,960.111604,3.794617,96.650128,'class 2'
113.5,32.052684,455.010818,-597,67954,-63.239076,-533.76091,-0.819922,48834877440,112482,112.608875,30.479095,435.08902,-570.432632,60730.310547,-58.781563,-511.651062,-0.825064,39890905088,103859.90625,107.468449,24.658937,320.099045,-417.726257,29624.220703,-37.267905,-380.458359,-0.861381,10622183424,58944.65625,5.140427,101.079292,16.489966,145.515114,-192.938248,6831.210449,-25.172314,-167.76593,-0.828041,391170992,10203.532715,11.529583,6.389156,95.61689,12.532499,20.073123,-18.407768,-60.716631,7.574896,-25.982665,-0.290603,215194.703125,585.058716,16.991985,11.851559,5.462402,95.257614,8.823255,7.968281,2.019157,-37.253738,9.757407,-7.73825,-0.337814,692.128723,153.348076,17.351261,12.210835,5.821678,0.359276,96.413818,101.296783,90.921051,964.138153,3.64484,97.144737,'class 2'
111.333069,39.338455,415.685894,-541.326538,53679.591064,-45.366259,-495.960271,-0.799225,37754374071.25,103105.522217,110.792732,37.297358,400.685213,-521.678172,48760.015523,-42.951045,-478.727122,-0.806101,31429516745.75,96118.815575,107.068135,28.268143,307.689617,-399.630736,26144.217174,-29.965435,-369.665309,-0.85248,9518497907.875,57746.722275,3.724597,101.09627,17.270806,141.314424,-187.133253,6373.526168,-23.704921,-163.428329,-0.828664,352955602.271484,9794.259291,9.696462,5.971865,95.825969,12.598125,19.189783,-17.797935,-47.775965,6.774041,-24.571976,-0.263741,176663.890856,510.844702,14.966763,11.242167,5.270301,95.436314,8.921716,7.893126,1.850443,-36.296326,9.544133,-7.69369,-0.324989,568.102945,148.837106,15.356418,11.631821,5.659956,0.389655,96.615183,101.469806,91.09651,966.151796,3.569938,97.392087,'class 2'
107,53.90733,337.050446,-430,25136,-9.627169,-420.372833,-0.75784,15597424640,84356,107.16111,50.931385,331.890198,-424.187103,24823.808594,-11.295807,-412.891296,-0.768182,14509838336,80639.46875,106.267654,35.485233,282.875305,-363.44632,19185.484375,-15.363169,-348.08316,-0.834682,7311531008,55351.292969,0.893456,101.130219,18.832199,132.914581,-175.525391,5458.325195,-20.770672,-154.754715,-0.82991,276538816,8975.862305,6.030891,5.137436,96.244049,12.729353,17.423426,-16.578491,-21.899372,5.172624,-21.751116,-0.210027,99616.375,362.443848,10.917061,10.023605,4.886169,95.793648,9.118602,7.742845,1.513077,-34.381851,9.117663,-7.604587,-0.299345,320.096802,139.816818,11.367462,10.474007,5.336571,0.450401,97.017838,101.815788,91.447365,970.178345,3.420162,97.886696,'class 2'
104.999939,59.549192,182.797946,-236.660767,10756.894531,-15.466601,-221.194168,-0.721161,5268445540.859375,31669.058838,104.711206,58.255746,181.93979,-235.254987,10592.007913,-14.436734,-220.818256,-0.716983,4914517833.659668,30822.917266,102.927251,48.258778,163.519836,-208.74474,7945.776468,-6.861704,-201.88304,-0.70566,2528662736.231445,23756.455428,1.783955,99.952448,24.370977,81.50752,-106.479003,2454.171751,-13.466652,-93.01235,-0.526863,96900559.376099,3904.574733,4.758758,2.974803,97.070892,12.907292,16.095275,-10.906392,-67.789401,8.787338,-19.693731,0.02509,51791.851754,406.191866,7.640314,5.856359,2.881556,96.567892,9.521054,7.500511,0.679016,-31.097041,8.244865,-7.565848,-0.233963,112.088432,125.197028,8.143314,6.359359,3.384556,0.503,97.454212,102.710555,91.921068,974.542085,3.409191,97.540682,'class 2'
97.33313,63.591862,143.241803,58.672729,-562.792725,135.332063,-76.659334,0.010019,625240725.433594,25427.280029,97.270738,62.125224,141.576226,56.520151,-523.853612,133.536565,-77.016413,0.016202,587662025.969238,24755.298842,97.216562,51.849234,124.941948,40.977754,-1060.945494,119.247706,-78.26995,0.044324,338892691.430664,20778.820372,0.054176,97.868124,25.277357,72.314349,13.586732,-1288.388485,68.870849,-55.284117,0.126357,29487344.169067,8996.851587,-0.597386,-0.651562,98.374933,13.387225,19.123084,-1.990298,-208.684309,19.314077,-21.304376,0.262393,10080.462053,857.181929,-1.104195,-1.158371,-0.50681,97.783343,10.102636,7.287719,-0.712086,-27.04625,7.029112,-7.741198,-0.120896,103.163358,109.166472,-0.512605,-0.566781,0.084781,0.59159,97.987782,103.508785,92.157898,979.877822,4.090631,98.659641,'class 2'
92.999878,57.617896,201.576697,196.671387,-6103.757568,267.781495,-71.110103,0.382952,6975369473.207031,70570.950195,93.23498,55.923173,196.769627,192.437379,-5701.261055,261.647078,-69.209692,0.386641,6180228502.996094,66780.459007,94.609199,45.575847,164.517319,157.242322,-4507.826839,221.081628,-63.839303,0.403792,2696843812.087891,47280.746121,-1.374219,96.966304,22.510358,94.792419,72.398954,-2942.929435,128.100539,-55.701585,0.389133,211474535.767334,18300.073534,-3.731324,-2.357105,99.083605,13.800989,22.152227,1.788639,-306.441339,25.496788,-23.708149,0.332199,11165.27168,1231.695307,-5.848624,-4.474405,-2.117301,98.416335,10.376888,7.275742,-1.474773,-25.501179,6.493066,-7.967839,-0.058161,265.76066,104.559604,-5.181355,-3.807136,-1.450031,0.66727,98.232614,103.885991,91.473604,982.326156,4.602595,99.285331,'class 2'
89.999878,37.865583,320.227484,312.671387,-16529.757568,434.553376,-121.881969,0.43258,25242379489.20703,175842.950195,90.450636,37.007908,310.433544,304.225923,-15231.950386,421.66419,-117.438256,0.436665,22250482998.996094,164589.021507,92.847732,30.950686,251.594124,247.480504,-9767.220272,343.796548,-96.316043,0.454067,9467730580.08789,107553.419949,-2.397096,96.503936,17.003908,137.461677,120.522939,-4545.73278,187.764396,-67.241457,0.424959,723780113.767334,34767.243944,-6.053299,-3.656204,99.873659,14.455799,25.701995,4.005558,-422.786432,30.966129,-26.960571,0.361996,41115.575818,1711.55871,-9.423022,-7.025927,-3.369723,99.072798,10.629106,7.37724,-2.3017,-24.478564,6.053965,-8.355665,0.009481,610.919099,103.819888,-8.622162,-6.225066,-2.568863,0.80086,98.494016,104.491253,89.420973,984.94017,5.108133,99.224658,'class 2'
89.416718,35.687238,399.530613,376.333618,-32569.041382,558.447302,-182.11367,0.503652,39782205143.375,274790.033691,89.90016,34.742043,389.404415,369.242525,-29940.583341,543.714668,-174.472129,0.503299,35910583301.125,258489.153578,92.47734,29.415875,323.67308,314.681308,-17672.005145,448.725268,-134.043965,0.496309,17138483305.5625,170469.128356,-2.57718,96.982108,21.1986,176.60478,161.067679,-6604.251833,242.198512,-81.130829,0.446166,1389853280.259766,52496.942401,-7.081948,-4.504769,101.259012,16.277809,29.516743,4.106494,-563.033975,35.686056,-31.579561,0.381922,48829.891941,2278.250224,-11.358852,-8.781672,-4.276904,100.216362,11.008615,7.806886,-3.507084,-24.674269,5.731911,-9.238996,0.105672,1529.957682,112.236267,-10.316202,-7.739022,-3.234254,1.04265,99.166753,105.815938,88.063604,991.667522,5.919461,100.002337,'class 2'
93.333435,64.476857,365.275986,293.998047,-51006.972656,529.432422,-235.434375,0.540069,25873696905,292510.679688,93.412201,62.63228,357.83299,293.069373,-46355.922405,516.192657,-223.123279,0.532529,24118885653.125,273306.0308,94.451419,51.75159,307.082765,271.47697,-24698.166452,430.32506,-158.848085,0.485498,13343817433.4375,173844.013041,-1.039219,98.182028,34.554073,172.614962,148.905143,-7331.855049,235.018372,-86.113221,0.416344,1189337035.179688,51740.889204,-4.769828,-3.730609,101.999525,18.565218,29.722876,2.379196,-555.862347,34.485422,-32.106225,0.343439,12700.467074,2229.601533,-8.587324,-7.548105,-3.817496,100.968285,11.280557,8.23268,-3.679814,-27.847908,6.076405,-9.756219,0.12132,1721.151451,125.451601,-7.556084,-6.516865,-2.786256,1.03124,99.612714,107.400129,89.333373,996.127138,6.148203,99.79454,'class 2'
110.833557,103.413667,238.72198,-230.837219,7285.201294,56.658484,-287.495701,0.479923,3513731303.971191,62530.72644,110.497999,100.456086,222.210536,-212.279619,5710.428068,55.544878,-267.824504,0.469104,2592908548.12384,55158.460684,108.531231,84.861187,148.509289,-118.166771,234.731625,56.31188,-174.478651,0.137765,412562974.70961,28166.665216,1.966767,106.433011,55.093901,86.318867,-43.949742,-1116.783692,48.144822,-92.094564,0.059724,27884900.69812,10845.916947,4.064988,2.09822,104.55073,21.993687,28.219675,-17.154511,-269.762656,17.935749,-35.090259,0.217754,468708.384443,1429.511323,5.947269,3.980501,1.882281,102.731222,11.929971,9.346071,-5.152866,-31.995317,6.255657,-11.408523,0.164757,4460.585644,156.141836,7.766776,5.800009,3.701788,1.819507,102.850143,111.178299,95.870631,1028.501433,5.392447,102.276282,'class 2'
118.111545,88.36616,312.425493,-392.234361,40947.416387,-77.144513,-315.089847,0.577636,3241233186.851332,33985.511855,117.496762,86.684126,294.315532,-369.678337,36312.021034,-72.566714,-297.111628,0.589407,2551867548.847,29957.269103,114.401266,76.955058,208.561713,-257.588517,17929.901139,-46.137624,-211.450894,-0.714347,737665581.884523,15268.54318,3.095496,110.299661,53.099832,111.792651,-129.543256,4364.981551,-18.116193,-111.427065,-0.391706,73666340.727761,5416.564135,7.197101,4.101605,105.857897,22.414132,30.55968,-27.006465,-92.298745,10.682101,-37.688566,0.195807,927388.848563,1187.976939,11.638865,8.543369,4.441764,103.499089,12.165851,9.869141,-6.29804,-31.327184,5.988265,-12.286305,0.196904,7112.10927,167.116652,13.997673,10.902177,6.800573,2.358809,104.651213,112.660564,96.064319,1046.512124,5.241154,104.438695,'class 2'
122.833374,50.620432,376.535978,-424.005249,13673.158325,17.859686,-441.86494,-0.231068,22019001703.71875,146675.424316,122.554864,50.872443,361.443918,-412.934371,14569.637973,10.530164,-423.464532,-0.219083,19565687826.445312,130347.39668,120.587642,51.607123,281.401616,-347.346848,17481.194167,-24.755359,-322.59149,-1.170076,7801047005.932617,58638.70332,1.967222,115.530189,42.551036,161.981262,-219.577458,10726.556488,-52.250429,-167.32703,-0.852596,514757702.236572,7997.0996,7.024676,5.057454,108.16664,21.91707,36.412176,-41.222367,175.164207,2.272974,-43.49534,0.236535,1841650.34457,1056.63889,14.388224,12.421002,7.363549,104.785232,12.401918,10.911914,-8.809764,-26.258584,5.218142,-14.027907,0.275085,15261.306383,185.416861,17.769632,15.80241,10.744957,3.381408,107.396082,114.694466,98.59208,1073.9608,4.946888,107.1512,'class 2'
121.666626,14.54624,416.930046,-346.990845,-34938.231689,204.979142,-551.97,-1.135524,39607519356.546875,288283.31958,122.283634,15.694822,403.652293,-356.497194,-26703.737369,179.090964,-535.588132,-1.132626,35786362293.745605,256821.79048,123.744486,22.826116,330.449527,-376.896099,8935.253136,46.549478,-423.44558,-1.100939,15760234872.75,110683.267424,-1.460851,118.815397,28.07187,202.267188,-271.439072,15146.401743,-54.512198,-216.926872,-1.0386,978630904.847656,13202.502546,3.468237,4.929088,109.844551,21.575441,40.09688,-48.463384,342.034015,-2.130339,-46.333044,0.242501,2337923.21241,983.101541,12.439083,13.899935,8.970846,105.876013,12.651062,11.855041,-10.704548,-20.094651,4.566931,-15.271479,0.298104,23175.685497,196.851502,16.407622,17.868473,12.939385,3.968538,109.509935,117.037113,101.399237,1095.09932,4.631172,108.690327,'class 2'
121.333344,41.522229,372.881324,-161.550137,-62939.0641,333.067715,-494.617855,-0.839886,28143429714.86476,345251.687301,121.776216,38.467918,354.010777,-189.191365,-52352.334722,291.688666,-480.880022,-0.841117,23190301672.289154,300900.104194,123.340311,24.20875,287.269287,-305.392042,-1848.599008,82.351005,-387.743047,-1.023149,10377100376.827908,112913.880632,-1.564095,119.537657,21.473694,188.778971,-254.107055,13557.070106,-55.238975,-198.868084,-1.073494,720125401.325785,10736.242656,2.23856,3.802655,110.970332,21.027352,41.008411,-48.564354,298.883288,-0.038164,-48.526188,0.279743,2884548.085931,1187.236547,10.805884,12.369979,8.567324,106.673496,12.731376,12.684137,-12.37917,-11.869626,3.905735,-16.284905,0.319351,32332.674469,203.982999,15.10272,16.666816,12.864161,4.296836,110.635729,119.254746,104.153614,1106.357273,4.624188,109.305336,'class 2'
120.5,70.203766,306.170212,-37,-83952,393.281403,-430.281403,-0.91791,1642645760,341402,120.840065,63.802082,286.255066,-74.498779,-70584.150391,342.380127,-416.878906,-0.920793,2062486292,291076.398438,122.386921,32.392664,238.690384,-249.373795,-7797.046387,86.448874,-335.822662,-0.951044,5458878976,93789.412109,-1.546856,119.369331,20.229996,169.663956,-230.737709,11683.657715,-60.95816,-169.779556,-1.152886,401142804,6806.753418,1.470734,3.01759,111.529209,21.343363,39.94828,-45.551163,199.666996,2.894472,-48.445635,0.303577,2811861.5,1318.156677,9.310856,10.857712,7.840122,107.216118,12.903671,13.138393,-13.332527,-6.086876,3.387018,-16.719545,0.30869,36134.710938,202.299385,13.623947,15.170803,12.153214,4.313091,111.339844,121.347221,105.88158,1113.398438,4.654855,109.60965,'class 2'
117,70.452012,291.93922,76.5,-37213,352.029167,-275.529164,-0.809273,8887491376,218371,117.610657,65.209962,268.152794,40.450703,-32001.176514,307.565756,-267.115052,-0.808296,5880211082,184191.635742,120.470833,40.290074,177.649269,-139.051342,-3822.083527,82.421039,-221.472378,-0.794926,2905847740,55655.362549,-2.860176,118.975058,21.86795,125.475512,-170.423927,7360.456512,-45.973077,-124.450855,-0.615532,205707221.5,4095.951385,-1.364401,1.495775,112.745247,20.710206,41.201288,-42.303581,-39.030542,9.983321,-52.286902,0.341367,3479256.25,1999.279083,4.86541,7.725586,6.229811,108.020847,12.783146,14.224943,-15.464558,9.218327,2.432383,-17.896941,0.346993,50907.291016,206.948956,9.589809,12.449986,10.95421,4.7244,112.266739,122.861111,106.352341,1122.667389,5.180801,110.821819,'class 2'
114.750153,71.062386,278.680682,148.828308,6851.006836,292.796501,-143.968188,-0.408019,14795203360.935547,98067.999634,115.362133,66.947663,250.456891,123.180021,4707.032405,258.496688,-135.316664,-0.409551,9001315464.375,79229.688792,118.299822,48.123573,119.644649,-16.308473,-87.854161,88.605521,-104.913994,-0.426203,421040088.391113,19274.234706,-2.937689,118.326932,22.99785,81.851604,-88.187971,1864.40595,-8.351373,-79.836599,0.007453,17025008.785339,4188.822296,-2.964799,-0.02711,114.359887,20.081125,43.14464,-37.133037,-400.05506,20.12556,-57.258598,0.383921,4077589.216469,3039.546908,1.002246,3.939935,3.967045,109.084587,12.569689,15.736279,-18.359644,31.991476,1.106342,-19.465986,0.397258,72302.922963,212.0654,6.277546,9.215235,9.242345,5.2753,113.465172,124.588354,106.380308,1134.651719,5.934184,112.270982,'class 2'
115.166412,64.842001,301.775981,166.34552,2029.397705,320.319448,-153.973929,0.206012,14670108232.498047,115722.15564,115.385349,61.628676,269.471249,149.449605,1477.52107,286.738071,-137.288459,0.193299,9197263249.9375,92290.57603,116.552979,46.896227,127.641828,54.482851,-522.176548,133.184589,-78.701737,0.045966,617934079.577637,23531.26071,-1.16763,117.32599,22.619948,81.446633,-31.117805,-1039.323331,47.917143,-79.034949,0.298541,38540990.87323,10949.260434,-1.94064,-0.773011,115.072066,20.686646,44.026043,-31.248411,-694.860159,27.605066,-58.853478,0.392063,3524379.250038,3820.697508,0.313283,1.480913,2.253924,109.626581,12.46858,16.540773,-19.848333,48.391554,0.20852,-20.056853,0.404205,82310.339372,205.834521,5.758768,6.926398,7.699409,5.445485,113.868326,125.385035,105.219997,1138.68326,6.465617,112.660563,'class 2'
