@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
186.0625,23.764027,338.617785,-326.75,-570,64.677817,-391.427822,0.045593,9336234171,137740,185.907517,20.998451,319.467771,-319.97885,2660.488647,49.812001,-369.790851,0.033126,7842001213.5,115537.101608,184.616718,12.863937,228.196284,-282.341429,13611.688538,-28.369878,-253.971542,-0.044996,2081628644.5,31061.12027,1.290799,180.371255,21.651454,171.416466,-241.567862,14490.899353,-103.584733,-137.983127,-0.049408,34243432.625,601.415991,5.536263,4.245463,167.626708,20.465524,123.360779,-172.813183,7319.964447,-68.83995,-103.973233,1.183962,19185045.78125,629.286026,18.280809,16.99001,12.744547,143.698538,6.355777,36.670744,-50.428993,592.607967,-15.891779,-34.537212,1.272249,448887.481445,174.904715,42.20898,40.91818,36.672717,23.92817,159.959753,163.758493,156.48364,1599.597534,2.385938,159.778368,'class 1'
186.84375,24.825995,357.559604,-375.125,13868,24.760472,-399.885473,0.090256,10073641542.5,120884,186.564477,22.148467,337.633638,-364.053723,15096.376282,13.855868,-377.90959,0.077593,8370009011.25,101704.895058,184.666973,14.503767,240.465304,-304.195306,17915.516815,-44.568643,-259.626656,-0.001898,2111888003.75,28087.622971,1.897504,180.048524,23.346659,174.274261,-245.656091,15011.404816,-106.258342,-139.397748,0.002647,32789294.4375,561.372514,6.515953,4.618449,167.279896,21.903002,122.060244,-171.071398,7183.431961,-68.643776,-102.427621,1.096834,17602031.421875,585.447182,19.284581,17.387077,12.768628,143.586328,6.830534,36.381851,-50.06712,585.431482,-15.914799,-34.15232,1.275321,425205.640137,167.647792,42.97815,41.080646,36.462197,23.693569,159.675277,163.377326,156.448049,1596.752777,2.286966,159.43921,'class 1'
187.234375,25.356979,367.030513,-399.3125,21087,4.801799,-404.114299,0.112588,10442345228.25,112456,186.892957,22.723474,346.716572,-386.091159,21314.320099,-4.122198,-381.96896,0.099826,8634012910.125,94788.791782,184.692101,15.323681,246.599814,-315.122244,20067.430954,-52.668025,-262.454212,0.019651,2127017683.375,26600.874321,2.200857,179.887159,24.194261,175.703159,-247.700205,15271.657547,-107.595146,-140.105058,0.028675,32062225.34375,541.350775,7.005798,4.804941,167.10649,22.62174,121.409976,-170.200505,7115.165718,-68.54569,-101.654815,1.053271,16810524.242188,563.52776,19.786467,17.58561,12.780669,143.530222,7.067912,36.237405,-49.886183,581.84324,-15.926309,-33.959873,1.276857,413364.719482,164.019331,43.362735,41.161878,36.356937,23.576268,159.533039,163.186742,156.430254,1595.330399,2.237481,159.269631,'class 1'
187.976563,23.101319,394.827097,-446.15625,33084.25,-20.608243,-425.548005,0.043355,11117470443.875,106042.875,187.561741,20.538363,372.408989,-428.59107,31624.500961,-26.674874,-401.916196,0.030777,9183857553.9375,89714.892836,184.91275,14.220183,260.548298,-335.47093,23564.126991,-61.623126,-273.847795,-0.052147,2251207101.3125,25989.291142,2.648991,179.77102,24.774336,179.205981,-252.669059,15903.13665,-110.787074,-141.881985,-0.034827,30529760.453125,497.499046,7.79072,5.14173,166.915164,23.542596,120.702796,-169.279966,7043.980968,-68.556963,-100.723003,1.163705,15733991.847656,532.560405,20.646577,17.997586,12.855856,143.451578,7.408624,36.124688,-49.76739,580.050066,-16.003048,-33.764342,1.273959,398738.391235,159.047495,44.110163,41.461172,36.319442,23.463586,159.384553,163.006953,156.539434,1593.845543,2.137507,159.075114,'class 1'
188.390625,23.598099,403.368098,-471.0625,40929.5,-43.747851,-427.314645,0.070525,11335418094.75,95622.75,187.907831,21.075717,380.696409,-451.24676,38361.234222,-47.50546,-403.741299,0.057625,9326312207.375,81142.467785,184.940148,15.017734,266.438182,-346.514291,25826.933487,-70.89932,-275.614964,-0.02672,2240720585.125,24100.964027,2.967683,179.609975,25.631212,180.633722,-254.712112,16164.393112,-112.138968,-142.573144,-0.005277,29735825.78125,476.544275,8.297856,5.330173,166.742108,24.278552,120.050491,-168.406615,6975.276482,-68.461205,-99.94541,1.143388,14917624.914063,510.142988,21.165723,18.19804,12.867867,143.395887,7.648602,35.981256,-49.587416,576.447928,-16.012485,-33.57493,1.275187,386918.890869,155.480789,44.511945,41.544261,36.214088,23.346221,159.24552,162.821383,156.530536,1592.455215,2.089713,158.903199,'class 1'
189.460938,27.017871,408.058929,-538.125,71211.34375,-140.951476,-397.173511,-0.002785,10100811124,39484.125,188.732709,24.4708,386.823037,-511.461277,63916.816177,-134.182573,-377.278703,-0.006671,8211046640.875,34923.806355,184.699022,18.928417,276.709822,-372.644626,32925.001686,-103.843142,-268.801476,-0.051657,1903110952.25,14454.577286,4.033687,178.902749,29.314735,184.783413,-260.636291,16947.223686,-116.654523,-143.981769,0.006603,25465743.125,384.091575,9.82996,5.796273,166.044119,27.422555,117.332414,-164.676841,6667.346325,-67.351671,-97.32517,1.362666,12583952.132813,460.807811,22.68859,18.654902,12.85863,143.150388,8.6809,35.517232,-49.00739,564.324802,-16.005783,-33.001607,1.268911,349305.601563,144.933263,45.582321,41.548634,35.752361,22.893731,158.699,162.312063,156.297691,1586.990026,2.004489,158.239435,'class 1'
189.3125,29.740608,391.133359,-532.5,73597,-155.95685,-376.543137,-0.044438,9390350208,25448,188.552863,27.113452,371.819178,-506.014837,65841.529907,-147.501187,-358.513649,-0.04191,7626260923,23201.864777,184.427765,21.029281,271.289482,-368.61245,33070.516235,-107.647667,-260.964775,-0.057797,1757609290,11782.188843,4.125098,178.68173,30.384276,184.154505,-259.777243,16853.388184,-116.61865,-143.158593,0.01668,23686235.25,352.613163,9.871133,5.746035,165.877511,28.112619,116.658284,-163.714941,6584.617188,-66.814627,-96.900313,1.35646,12418457.4375,464.396971,22.675352,18.550254,12.804219,143.094306,8.896015,35.412324,-48.866087,561.017982,-15.961799,-32.904288,1.267189,343889.46875,143.873675,45.458557,41.333459,35.587424,22.783205,158.565248,162.241317,156.082231,1585.652512,2.038888,158.101151,'class 1'
187.1875,39.319483,338.524342,-458.21875,59778.125,-123.267164,-334.951578,-0.12239,8832686992,24728.0625,186.564642,36.479882,324.16547,-439.307061,54116.182922,-118.685213,-320.621845,-0.104218,7154473339.25,22289.009087,183.177022,27.910098,250.858216,-340.094995,29415.076965,-94.410136,-245.684852,-0.049722,1659686375.5,11583.804878,3.38762,177.93749,33.064653,180.519183,-254.554895,16205.573517,-112.53726,-142.017635,0.062199,30294638.6875,461.595606,8.627152,5.239532,165.36911,29.253156,114.627762,-160.778451,6349.597008,-65.023537,-95.754913,1.329851,13200382.759766,502.063357,21.195533,17.807912,12.56838,142.924162,9.255961,35.073553,-48.398576,550.380931,-15.778334,-32.620242,1.258245,339423.54541,143.30681,43.640481,40.25286,35.013328,22.444948,158.139631,162.034285,154.96011,1581.396355,2.256602,157.888581,'class 1'
184.390625,50.538796,242.813076,-324.289063,34319.84375,-71.178524,-253.110533,-0.281937,5275037900,19078.546875,183.95314,47.283266,236.126218,-316.787129,31753.614059,-71.58591,-245.201215,-0.242101,4267132945.4375,17068.803537,181.61542,35.205648,206.759207,-277.931571,20110.708786,-67.743578,-210.187989,-0.099991,1078527475.625,10309.541998,2.33772,177.374625,34.908986,172.188172,-242.644626,14693.173424,-105.133649,-137.510976,0.035072,35101841.515625,577.934538,6.578515,4.240796,165.138274,29.613136,113.54132,-159.015553,6186.865831,-62.502541,-96.51301,1.276532,15756147.851074,608.826091,18.814866,16.477147,12.236351,142.837677,9.345544,35.037728,-48.300024,546.177064,-15.496047,-32.803977,1.24292,358192.053589,151.438495,41.115463,38.777743,34.536947,22.300597,157.940796,162.324323,153.766134,1579.40801,2.643891,157.897521,'class 1'
182.328125,58.370248,160.957213,-210.257813,12941.96875,-28.828329,-181.429478,-0.457579,1797912156,13186.109375,182.032581,54.744327,160.532419,-211.886742,12775.328476,-32.812068,-179.07467,-0.399248,1455667130.6875,11789.738222,180.52121,39.940207,167.470473,-222.219102,11608.441757,-43.744211,-178.474888,-0.181796,518845967.125,9153.614332,1.511372,177.153705,35.577114,164.704456,-231.978796,13343.761833,-99.141064,-132.83773,-0.03062,36008403.703125,632.267506,4.878876,3.367504,165.163286,29.370673,113.461386,-158.677587,6134.404001,-60.683869,-97.993716,1.234396,18314617.970215,710.918905,16.869295,15.357923,11.990419,142.834988,9.242589,35.187932,-48.451667,547.427521,-15.284992,-33.166675,1.231341,382466.079468,161.000888,39.197594,37.686222,34.318718,22.328299,157.950174,162.757916,153.019012,1579.501799,2.956678,158.030163,'class 1'
178.980469,53.12498,140.942307,-103.625,3626.09375,39.883319,-143.508315,-0.683092,841340870,19523.625,178.938342,50.650346,136.542489,-110.792208,4110.897861,30.520153,-141.312358,-0.633703,649240259.8125,16675.019358,178.527637,41.999366,126.279641,-152.87963,6121.543168,-10.999554,-141.880073,-0.232591,271023780.817871,8621.436176,0.410705,176.20069,37.827032,147.781498,-207.946027,10918.142525,-89.443915,-118.502111,0.372748,30960013.846252,644.937434,2.737652,2.326947,164.853515,29.59683,112.102456,-156.066615,5861.792217,-56.221461,-99.845152,1.211712,24177952.296875,992.236083,14.084827,13.674122,11.347174,142.734448,9.260304,35.14583,-48.244227,537.575284,-14.669949,-33.574278,1.222827,423085.446533,180.347375,36.203894,35.793189,33.466242,22.119067,157.582982,162.779283,151.921459,1575.829858,3.406633,157.983683,'class 1'
175.582031,44.481223,141.481179,-9.875,-1139.59375,109.632238,-119.507235,-0.901015,736593050,28896.375,175.801422,43.49925,130.432713,-20.948883,-592.933201,94.886665,-115.835547,-0.867905,524967759.1875,24121.076315,176.463613,43.049989,88.637263,-86.386004,2087.944969,21.094223,-107.480226,-0.269003,141541609.799316,8329.600689,-0.662191,175.123347,40.326496,129.719064,-182.306454,8412.222832,-79.605111,-102.701343,0.876497,24629977.361755,643.841458,0.678075,1.340266,164.474286,29.940958,110.495721,-153.034839,5550.396626,-51.412174,-101.622663,1.197133,30446412.453125,1299.188852,11.327136,11.989327,10.64906,142.614607,9.312447,35.050247,-47.949806,525.377463,-13.995214,-33.954592,1.216084,464546.479248,200.694442,33.186815,33.849006,32.50874,21.859679,157.139539,162.674845,150.828533,1571.395392,3.852743,157.888115,'class 1'
172.75,37.278093,141.930239,68.25,-5111,167.756338,-99.506335,-1.082617,649303200,36707,173.187323,37.540003,125.341232,53.920555,-4512.792419,148.525425,-94.604872,-1.063073,421407342,30326.123779,174.743593,43.925508,57.268615,-30.974649,-1273.386864,47.839038,-78.813687,-0.299346,33639800.617188,8086.404449,-1.556271,174.225561,42.409382,114.667036,-160.940144,6323.956421,-71.406108,-89.534035,1.296288,19354946.958008,642.928144,-1.038239,0.518032,164.158262,30.227731,109.156775,-150.508358,5290.900299,-47.404435,-103.103923,1.184984,35670129.25,1554.982826,9.02906,10.585331,10.067299,142.51474,9.3559,34.970594,-47.704454,515.212612,-13.432935,-34.27152,1.210464,499097.339844,217.650331,30.672583,32.228853,31.710821,21.643522,156.770002,162.587814,149.917761,1567.700005,4.224502,157.808475,'class 1'
172.828125,37.188119,129.190014,40.9375,-4875.75,144.863893,-103.926391,-0.965243,495932728,32208.25,173.038199,37.807872,114.030663,32.252317,-4199.328438,128.522987,-96.270671,-0.947873,321113965.296875,26348.122177,173.761797,44.525872,50.72667,-24.707071,-1098.99185,42.851494,-67.558564,-0.173537,25629445.875531,6685.978788,-0.723598,173.246866,43.230993,105.794686,-146.523922,5243.408295,-57.748593,-88.775331,1.257141,21997124.593506,1149.881384,-0.208667,0.51493,163.660136,30.691811,107.47542,-147.243189,4979.275372,-43.42793,-103.815259,1.184356,39952383.8125,1859.467222,9.378063,10.101661,9.58673,142.361602,9.498467,34.716948,-47.185297,498.80521,-12.790367,-34.394931,1.210893,523885.02832,234.719433,30.676598,31.400195,30.885265,21.298535,156.373661,162.678708,149.094204,1563.736588,4.663399,157.578799,'class 1'
172.886719,37.120638,119.634845,20.453125,-4699.3125,127.69456,-107.241433,-0.877212,380904874,28834.1875,172.926357,38.008774,105.547736,16.001138,-3964.230452,113.521158,-97.52002,-0.861473,245893932.769531,23364.620975,173.02545,44.976146,45.820211,-20.006387,-968.19559,39.110836,-59.117223,-0.07918,19621679.819289,5635.659543,-0.099093,172.512845,43.847202,99.140424,-135.711757,4432.9972,-47.505456,-88.206302,1.227782,23978757.820129,1530.096314,0.413512,0.512604,163.286542,31.039872,106.214403,-144.794312,4745.556676,-40.445552,-104.348761,1.183886,43164074.734375,2087.830519,9.639815,9.738908,9.226304,142.246748,9.605392,34.526714,-46.79593,486.499658,-12.30844,-34.487489,1.211215,542475.794678,247.521259,30.679609,30.778702,30.266098,21.039794,156.076405,162.746878,148.476537,1560.764025,4.992572,157.406541,'class 1'
172.945313,37.053158,110.079676,-0.03125,-4522.875,110.525226,-110.556475,-0.789181,265877020,25460.125,172.814515,38.209676,97.064808,-0.25004,-3729.132465,98.519328,-98.769369,-0.775073,170673900.242188,20381.119774,172.289103,45.426419,40.913753,-15.305703,-837.399329,35.370178,-50.675881,0.015177,13613913.763046,4585.340297,0.525412,171.778824,44.46341,92.486162,-124.899591,3622.586105,-37.262319,-87.637274,1.198422,25960391.046753,1910.311244,1.03569,0.510278,162.912947,31.387932,104.953387,-142.345435,4511.83798,-37.463173,-104.882263,1.183415,46375765.65625,2316.193816,9.901567,9.376155,8.865877,142.131894,9.712317,34.33648,-46.406562,474.194106,-11.826514,-34.580048,1.211536,561066.561035,260.323086,30.682621,30.157209,29.64693,20.781053,155.779148,162.815048,147.858869,1557.791462,5.321745,157.234283,'class 1'
173.003906,36.985677,100.524507,-20.515625,-4346.4375,93.355893,-113.871516,-0.70115,150849166,22086.0625,172.702672,38.410578,88.581881,-16.501219,-3494.034479,83.517499,-100.018719,-0.688672,95453867.714844,17397.618572,171.552755,45.876692,36.007294,-10.605019,-706.603069,31.62952,-42.234539,0.109534,7606147.706804,3535.021051,1.149917,171.044803,45.079618,85.8319,-114.087425,2812.175011,-27.019183,-87.068245,1.169062,27942024.273376,2290.526174,1.657869,0.507952,162.539353,31.735992,103.692371,-139.896558,4278.119285,-34.480794,-105.415765,1.182945,49587456.578125,2544.557113,10.16332,9.013403,8.505451,142.01704,9.819242,34.146245,-46.017194,461.888554,-11.344588,-34.672606,1.211858,579657.327393,273.124912,30.685632,29.535715,29.027763,20.522312,155.481892,162.883217,147.241202,1554.818899,5.650918,157.062025,'class 1'
173.0625,36.918197,90.969338,-41,-4170,76.186559,-117.186558,-0.613119,35821312,18712,172.59083,38.61148,80.098954,-32.752398,-3258.936493,68.51567,-101.268068,-0.602272,20233835.1875,14414.117371,170.816408,46.326966,31.100836,-5.904335,-575.806808,27.888862,-33.793197,0.203891,1598381.650561,2484.701805,1.774422,170.310782,45.695827,79.177638,-103.275259,2001.763916,-16.776046,-86.499217,1.139703,29923657.5,2670.741104,2.280047,0.505626,162.165758,32.084053,102.431355,-137.447681,4044.400589,-31.498416,-105.949266,1.182474,52799147.5,2772.92041,10.425072,8.65065,8.145024,141.902186,9.926167,33.956011,-45.627827,449.583002,-10.862662,-34.765164,1.21218,598248.09375,285.926739,30.688643,28.914222,28.408596,20.263572,155.184636,162.951387,146.623534,1551.846336,5.980091,156.889768,'class 1'
171.832031,40.698019,86.043334,-27.710938,-3999.75,79.91875,-107.629687,-0.351061,34591900.9375,17867.734375,171.436419,41.72614,77.034395,-21.058949,-3240.41637,73.499252,-94.5582,-0.339682,20207159.433594,14269.538334,169.93646,46.478885,35.696608,-2.095393,-958.675729,37.70537,-39.800763,0.333035,1755278.510408,4027.679962,1.499959,169.509682,45.552838,77.619666,-97.50949,1547.344995,-9.41865,-88.090842,1.135087,31372093.429688,3475.677388,1.926736,0.426778,161.642838,32.415935,101.015435,-134.449538,3779.970689,-28.321883,-106.127656,1.183982,54762949.140625,3052.546717,9.793581,8.293622,7.866844,141.738052,10.070298,33.653995,-45.031525,432.754743,-10.275063,-34.756462,1.214826,609570.614502,300.630599,29.698367,28.198408,27.77163,19.904786,154.757973,162.704643,145.871531,1547.579717,6.220897,156.442827,'class 1'
171.382813,42.13518,80.660807,-17.609375,-3877.25,82.194049,-99.803424,-0.13652,27521325.375,16967.34375,171.008205,42.89806,72.911341,-11.899171,-3184.846107,76.462219,-88.361389,-0.122555,16020508.835938,13777.052467,169.599908,46.442981,36.379893,2.073662,-1121.118479,42.949588,-40.875926,0.348058,1550712.723893,4649.267695,1.408297,169.23374,45.247277,75.518539,-93.079409,1287.289995,-5.71494,-87.36447,1.127068,28952132.046875,3728.775957,1.774466,0.366169,161.518397,32.204263,100.945302,-133.64329,3674.623499,-26.679686,-106.963604,1.191204,57307329.90625,3257.603886,9.489808,8.081511,7.715343,141.698116,10.014515,33.636048,-44.871764,426.08288,-9.950189,-34.921575,1.220889,628000.42627,312.939967,29.31009,27.901792,27.535624,19.820281,154.650659,162.735676,145.442399,1546.506583,6.402048,156.362206,'class 1'
171.75,41.68356,74.29799,-11.75,-3721.5,81.71799,-93.46799,0.012366,14087830,15707.5,171.337387,42.520379,67.359929,-6.134281,-3032.403992,76.411998,-82.546278,0.030471,7522247.375,12720.501465,169.81065,46.337503,33.438426,6.417347,-1071.341064,43.899235,-37.481888,0.261887,1118860.829759,4397.071457,1.526737,169.477867,44.804443,72.872767,-89.966335,1219.063316,-5.499532,-84.466805,1.115045,22999163.25,3443.644806,1.85952,0.332783,161.788378,31.473265,102.203808,-135.008614,3725.605225,-26.571182,-108.437432,1.20402,60449045.5,3387.293274,9.549009,8.022272,7.689489,141.781248,9.765823,33.898394,-45.143604,429.424412,-9.889122,-35.254483,1.23043,653292.914063,322.737118,29.556139,28.029402,27.696619,20.00713,154.857298,163.024303,145.326389,1548.572983,6.524509,156.642372,'class 1'
171.375,47.965311,89.135396,-6.5,-6498.5,101.447282,-107.947282,0.19715,13216572,26680.5,171.0892,48.01697,81.670336,-3.435431,-5382.69899,94.592252,-98.027682,0.213757,9351255.359375,22092.02771,169.99723,48.14761,45.533004,-3.341406,-1704.861526,53.027812,-56.369219,0.403586,9867267.348718,7528.462994,1.09197,169.563998,44.436462,75.670559,-92.645011,1305.051897,-5.03683,-87.608181,1.127913,26361694.25,3818.224277,1.525202,0.433232,161.827614,30.824593,102.992782,-135.410504,3709.684288,-25.55115,-109.859356,1.219714,64621106.375,3591.352577,9.261586,8.169616,7.736384,141.786684,9.582847,33.964501,-45.096107,425.674726,-9.639785,-35.456323,1.24263,675704.929688,334.296384,29.302516,28.210546,27.777314,20.04093,154.876989,163.068895,145.07639,1548.769909,6.686171,156.512618,'class 1'
171.21875,50.386698,92.004902,-4.9375,-7134.625,106.366637,-111.304137,0.271778,13381542.5,29189.375,170.959166,50.137485,84.730942,-2.610334,-5958.2006,99.4148,-102.025134,0.288085,10368585.648438,24395.949036,169.960943,48.815512,49.587696,-6.178892,-1968.57328,56.890333,-63.069226,0.464016,12623244.354373,8748.188818,0.998224,169.495411,44.360265,76.29074,-92.759437,1265.116591,-3.826742,-88.932695,1.129652,28212234.1875,4040.292933,1.463755,0.465532,161.776695,30.69335,103.077308,-135.187646,3671.682514,-24.863296,-110.324353,1.225102,66227508.9375,3688.179966,9.182471,8.184247,7.718716,141.768535,9.551511,33.947129,-45.0066,422.375063,-9.493152,-35.513449,1.247178,683815.613281,339.539004,29.190631,28.192408,27.726876,20.00816,154.834287,163.089455,144.887155,1548.342886,6.775375,156.410552,'class 1'
171.632813,57.169321,111.833962,-8.234375,-10545.78125,129.884414,-138.118789,0.429754,17575504.125,42772.59375,171.422745,56.304385,103.273821,-8.409686,-8894.245138,120.42637,-128.836057,0.445747,16282698.611328,36159.756882,170.646261,51.654541,63.964643,-23.578288,-2885.091566,65.280544,-88.858833,0.594142,25676965.158072,13152.48379,0.776484,169.9639,44.086813,80.849976,-99.054679,1514.519297,-5.492424,-93.562255,1.143391,35353049.984375,4307.302539,1.458845,0.682361,162.05379,29.662602,104.955723,-137.119775,3752.568107,-24.606477,-112.5133,1.250912,72239400.640625,3893.589717,9.368955,8.592471,7.91011,141.844309,9.238159,34.170172,-45.165856,423.034794,-9.345399,-35.820457,1.267214,713377.974609,351.247671,29.578436,28.801952,28.119591,20.209481,155.063577,163.529425,144.707901,1550.635787,6.983866,156.358282,'class 1'
171.6875,59.042151,111.65613,-9.625,-10633.75,131.11315,-140.73815,0.481798,19463771,43135.25,171.451483,58.000099,103.531522,-10.029706,-9051.400436,121.962996,-131.992704,0.498177,18337662.015625,36817.119995,170.605458,52.340978,66.706716,-26.294178,-3165.142685,68.324886,-94.619065,0.642283,27932728.918214,14346.599689,0.846025,169.880487,44.131932,81.157832,-98.87301,1435.744547,-3.870051,-95.002958,1.140999,38231755.125,4536.650997,1.570996,0.724971,161.992651,29.62143,105.005539,-136.858846,3709.175865,-23.930591,-112.928257,1.256366,73827646.125,3985.926659,9.458832,8.612807,7.887836,141.823131,9.232261,34.142468,-45.06336,419.437472,-9.201935,-35.861426,1.272138,720281.515625,356.029063,29.628352,28.782327,28.057356,20.16952,155.020737,163.639623,144.475697,1550.207386,7.091605,156.239769,'class 1'
171.9375,62.422106,109.268906,-14.375,-10444.25,131.110211,-145.485211,0.570831,24389169,42429.75,171.614807,61.108325,102.178319,-14.899825,-9086.813492,122.845632,-137.745461,0.588439,23139344.234375,37034.140747,170.520843,53.726207,71.315782,-31.644894,-3736.137833,73.868119,-105.513013,0.730372,32110780.941488,16717.758205,1.093964,169.703776,44.303048,81.565326,-98.312274,1252.302084,-0.35045,-97.961824,1.133459,44674608.875,5000.201115,1.911031,0.817067,161.86356,29.59913,105.082033,-136.311606,3618.797737,-22.586798,-113.724811,1.267315,76992032.375,4167.606911,9.751247,8.657283,7.840216,141.778756,9.237422,34.080174,-44.84971,412.044389,-8.917117,-35.932595,1.282237,733283.835938,365.284364,29.836051,28.742087,27.92502,20.084804,154.934965,163.919778,143.982641,1549.349667,7.319439,155.991777,'class 1'
